+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[14]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[5]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rptr_reg[4]/R|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_r2w/wq1_rptr_reg[1]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_w2r/rq1_wptr_reg[7]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/FSM_onehot_current_state_reg[0]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/FSM_onehot_current_state_reg[3]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq1_rptr_reg[4]/D|
| clk_uart_mopshub_board_v2_clk_wiz_s_0 |clk_40_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/dbg_uart_sm0/csm_timer_reg[0]/D|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq2_rptr_reg[5]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq2_wptr_reg[9]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq2_wptr_reg[0]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq2_wptr_reg[10]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq2_wptr_reg[3]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq1_wptr_reg[3]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/sync_w2r/rq1_wptr_reg[13]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[6]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[4]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[5]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[7]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[10]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[11]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[8]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[9]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq2_rptr_reg[15]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq2_rptr_reg[12]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq2_rptr_reg[8]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/sync_r2w/wq1_rptr_reg[13]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[0]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[2]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[1]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[3]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[0]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async0/wptr_full/wptr_reg[6]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[12]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[13]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[14]/R|
| clk_40_mopshub_board_v2_clk_wiz_s_0 |clk_uart_mopshub_board_v2_clk_wiz_s_0 |mopshub_board_v2_i/mopshub_top_board_16_0/inst/mopshub_top_16bus0/debug_uart_core0/fifo_async1/rptr_empty/rbin_reg[15]/R|
